"Alert Id","Alert State","Alert Title","Alert Type","Rule Id","Rule Name","Rule Description","Tags","Severity","First Seen","Last Seen","Fixed On","Dismissed On","Dismissal Type","SLA Days","Days overdue","Alert Link","Organization","Project","Repository","Location Paths","Logical Paths"
"108","active","NuGet Client Remote Code Execution Vulnerability (GHSA-6qmf-mmc7-6c2p)","dependency","DEP1001_GHSA-6qmf-mmc7-6c2p","GHSA-6qmf-mmc7-6c2p","'Web.csproj' contains a reference to an insecure NuGet package 'nuget.common 6.3.1'.  Recommendation: Upgrade NuGet.Common from 6.3.1 to 6.3.3 to fix the vulnerability.","","high","2023-08-22T17:39:23Z","2023-08-22T17:39:23Z","","",,"30","17","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/cbd98ac6-4ffc-4b61-9b6c-4789b2dd2d92/alerts/108","octodemo-temporary","demo-felickz","eShopOnWeb","s/src/Web/Web.csproj @ 43fee798","NuGet microsoft.visualstudio.web.codegeneration.design 7.0.6(root),NuGet nuget.common 6.3.1"
"109","active","NuGet Client Remote Code Execution Vulnerability (GHSA-6qmf-mmc7-6c2p)","dependency","DEP1001_GHSA-6qmf-mmc7-6c2p","GHSA-6qmf-mmc7-6c2p","'PublicApi.csproj' contains a reference to an insecure NuGet package 'nuget.protocol 6.3.1'.  Recommendation: Upgrade NuGet.Protocol from 6.3.1 to 6.3.3 to fix the vulnerability.","","high","2023-08-22T17:39:23Z","2023-08-22T17:39:23Z","","",,"30","17","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/cbd98ac6-4ffc-4b61-9b6c-4789b2dd2d92/alerts/109","octodemo-temporary","demo-felickz","eShopOnWeb","s/src/PublicApi/PublicApi.csproj @ 43fee798","NuGet microsoft.visualstudio.web.codegeneration.design 7.0.6(root),NuGet nuget.protocol 6.3.1"
"110","active","NuGet Client Remote Code Execution Vulnerability (GHSA-6qmf-mmc7-6c2p)","dependency","DEP1001_GHSA-6qmf-mmc7-6c2p","GHSA-6qmf-mmc7-6c2p","'Web.csproj' contains a reference to an insecure NuGet package 'nuget.protocol 6.3.1'.  Recommendation: Upgrade NuGet.Protocol from 6.3.1 to 6.3.3 to fix the vulnerability.","","high","2023-08-22T17:39:23Z","2023-08-22T17:39:23Z","","",,"30","17","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/cbd98ac6-4ffc-4b61-9b6c-4789b2dd2d92/alerts/110","octodemo-temporary","demo-felickz","eShopOnWeb","s/src/Web/Web.csproj @ 43fee798","NuGet microsoft.visualstudio.web.codegeneration.design 7.0.6(root),NuGet nuget.protocol 6.3.1"
"111","dismissed","Cookie parsing failure (GHSA-hxrm-9w7p-39cc)","dependency","DEP1001_GHSA-hxrm-9w7p-39cc","GHSA-hxrm-9w7p-39cc","'PublicApi.csproj' contains a reference to an insecure NuGet package 'microsoft.aspnetcore.http 2.1.0'.  Recommendation: Upgrade Microsoft.AspNetCore.Http from 2.1.0 to 2.1.22 to fix the vulnerability.","","high","2023-08-22T17:39:23Z","2023-08-22T17:39:23Z","","2023-08-01T15:36:38Z","acceptedRisk","30","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/cbd98ac6-4ffc-4b61-9b6c-4789b2dd2d92/alerts/111","octodemo-temporary","demo-felickz","eShopOnWeb","s/src/PublicApi/PublicApi.csproj @ 43fee798","NuGet ardalis.apiendpoints 4.0.1(root),NuGet microsoft.aspnetcore.http 2.1.0"
"112","active",".NET Core Remote Code Execution Vulnerability (GHSA-rxg9-xrhp-64gj)","dependency","DEP1001_GHSA-rxg9-xrhp-64gj","GHSA-rxg9-xrhp-64gj","'Infrastructure.csproj' contains a reference to an insecure NuGet package 'system.drawing.common 5.0.0'.  Recommendation: Upgrade System.Drawing.Common from 5.0.0 to 5.0.3 to fix the vulnerability.","","critical","2023-08-22T17:39:23Z","2023-08-22T17:39:23Z","","",,"7","40","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/cbd98ac6-4ffc-4b61-9b6c-4789b2dd2d92/alerts/112","octodemo-temporary","demo-felickz","eShopOnWeb","s/src/Infrastructure/Infrastructure.csproj @ 43fee798","NuGet microsoft.entityframeworkcore.sqlserver 7.0.5(root),NuGet system.drawing.common 5.0.0"
"113","active","Hard-coded credentials (cs/hardcoded-credentials)","code","cs/hardcoded-credentials","cs/hardcoded-credentials","Credentials are hard coded in the source code of the application.","security,external/cwe/cwe-259,external/cwe/cwe-321,external/cwe/cwe-798","high","2023-08-22T17:57:54Z","2023-08-22T17:57:54Z","","",,"30","14","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/cbd98ac6-4ffc-4b61-9b6c-4789b2dd2d92/alerts/113","octodemo-temporary","demo-felickz","eShopOnWeb","src/Infrastructure/Identity/AppIdentityDbContextSeed.cs:23 @ 43fee798,src/Infrastructure/Identity/AppIdentityDbContextSeed.cs:23 @ eb702232,src/Infrastructure/Identity/AppIdentityDbContextSeed.cs:23 @ f3af7d5d",""
"114","active","Hard-coded credentials (cs/hardcoded-credentials)","code","cs/hardcoded-credentials","cs/hardcoded-credentials","Credentials are hard coded in the source code of the application.","security,external/cwe/cwe-259,external/cwe/cwe-321,external/cwe/cwe-798","high","2023-08-22T17:57:54Z","2023-08-22T17:57:54Z","","",,"30","14","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/cbd98ac6-4ffc-4b61-9b6c-4789b2dd2d92/alerts/114","octodemo-temporary","demo-felickz","eShopOnWeb","src/Infrastructure/Identity/AppIdentityDbContextSeed.cs:20 @ 43fee798,src/Infrastructure/Identity/AppIdentityDbContextSeed.cs:20 @ eb702232,src/Infrastructure/Identity/AppIdentityDbContextSeed.cs:20 @ f3af7d5d",""
"115","active","Hard-coded credentials (cs/hardcoded-credentials)","code","cs/hardcoded-credentials","cs/hardcoded-credentials","Credentials are hard coded in the source code of the application.","security,external/cwe/cwe-259,external/cwe/cwe-321,external/cwe/cwe-798","high","2023-08-22T17:57:54Z","2023-08-22T17:57:54Z","","",,"30","14","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/cbd98ac6-4ffc-4b61-9b6c-4789b2dd2d92/alerts/115","octodemo-temporary","demo-felickz","eShopOnWeb","src/ApplicationCore/Constants/AuthorizationConstants.cs:8 @ 43fee798,src/ApplicationCore/Constants/AuthorizationConstants.cs:8 @ eb702232,src/ApplicationCore/Constants/AuthorizationConstants.cs:8 @ f3af7d5d",""
"116","fixed","Server-side request forgery (cs/request-forgery)","code","cs/request-forgery","cs/request-forgery","Making a network request with user-controlled data in the URL allows for request forgery attacks.","security,experimental,external/cwe/cwe-918","high","2023-08-01T15:02:47Z","2023-08-01T15:02:47Z","2023-08-22T17:36:23Z","",,"30","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/cbd98ac6-4ffc-4b61-9b6c-4789b2dd2d92/alerts/116","octodemo-temporary","demo-felickz","eShopOnWeb","",""
"117","fixed","'Secure' attribute is not set to true (cs/web/cookie-secure-not-set)","code","cs/web/cookie-secure-not-set","cs/web/cookie-secure-not-set","Omitting the 'Secure' attribute allows data to be transmitted insecurely using HTTP. Always set 'Secure' to 'true' to ensure that HTTPS is used at all times.","security,experimental,external/cwe/cwe-319,external/cwe/cwe-614","high","2023-08-01T15:02:47Z","2023-08-01T15:02:47Z","2023-08-22T17:36:23Z","",,"30","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/cbd98ac6-4ffc-4b61-9b6c-4789b2dd2d92/alerts/117","octodemo-temporary","demo-felickz","eShopOnWeb","",""
"118","fixed","'Secure' attribute is not set to true (cs/web/cookie-secure-not-set)","code","cs/web/cookie-secure-not-set","cs/web/cookie-secure-not-set","Omitting the 'Secure' attribute allows data to be transmitted insecurely using HTTP. Always set 'Secure' to 'true' to ensure that HTTPS is used at all times.","security,experimental,external/cwe/cwe-319,external/cwe/cwe-614","high","2023-08-01T15:02:47Z","2023-08-01T15:02:47Z","2023-08-22T17:36:23Z","",,"30","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/cbd98ac6-4ffc-4b61-9b6c-4789b2dd2d92/alerts/118","octodemo-temporary","demo-felickz","eShopOnWeb","",""
"119","fixed","Log injection with additional heuristic sources (js/log-injection-more-sources)","code","js/log-injection-more-sources","js/log-injection-more-sources","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","experimental,security,external/cwe/cwe-117","high","2023-08-01T15:02:48Z","2023-08-01T15:02:48Z","2023-08-22T17:36:23Z","",,"30","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/cbd98ac6-4ffc-4b61-9b6c-4789b2dd2d92/alerts/119","octodemo-temporary","demo-felickz","eShopOnWeb","",""
"120","fixed","Log injection with additional heuristic sources (js/log-injection-more-sources)","code","js/log-injection-more-sources","js/log-injection-more-sources","Building log entries from user-controlled sources is vulnerable to insertion of forged log entries by a malicious user.","experimental,security,external/cwe/cwe-117","high","2023-08-01T15:02:48Z","2023-08-01T15:02:48Z","2023-08-22T17:36:23Z","",,"30","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/cbd98ac6-4ffc-4b61-9b6c-4789b2dd2d92/alerts/120","octodemo-temporary","demo-felickz","eShopOnWeb","",""
"121","active","Stripe live API secret key","secret","SEC101/016","StripeLiveApiKey","Review evidence of possible plaintext (or base64-encoded plaintext) secrets in versioned engineering content.","","high","2023-08-17T18:05:14Z","2023-08-17T18:05:14Z","","",,"30","6","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/cbd98ac6-4ffc-4b61-9b6c-4789b2dd2d92/alerts/121","octodemo-temporary","demo-felickz","eShopOnWeb",".ado/secrets.yml:1 @ 8fa4f40c",""
"122","active","Improper Handling of Exceptional Conditions in Newtonsoft.Json (GHSA-5crp-9r3c-p9vr)","dependency","DEP1001_GHSA-5crp-9r3c-p9vr","GHSA-5crp-9r3c-p9vr","'TailwindTraders.Mobile.csproj' contains a reference to an insecure NuGet package 'newtonsoft.json 12.0.2'.  Recommendation: Upgrade Newtonsoft.Json from 12.0.2 to 13.0.1 to fix the vulnerability.","","high","2023-08-10T20:44:46Z","2023-08-10T20:44:46Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/d44be31d-e0c6-46e7-a27c-687b49f35da0/alerts/122","octodemo-temporary","demo-felickz","TailwindTraders-Mobile","s/Source/TailwindTraders.Mobile/TailwindTraders.Mobile/TailwindTraders.Mobile.csproj @ a05e9d69","NuGet microsoft.appcenter.analytics 1.14.0(root),NuGet microsoft.appcenter.crashes 1.14.0(root),NuGet microsoft.appcenter.distribute 1.14.0(root),NuGet microsoft.net.test.sdk 16.0.1(root),NuGet newtonsoft.json 12.0.2(root),NuGet refit 4.6.107(root),NuGet newtonsoft.json 12.0.2"
"123","active","Improper Handling of Exceptional Conditions in Newtonsoft.Json (GHSA-5crp-9r3c-p9vr)","dependency","DEP1001_GHSA-5crp-9r3c-p9vr","GHSA-5crp-9r3c-p9vr","'UnitTests.csproj' contains a reference to an insecure NuGet package 'newtonsoft.json 12.0.2'.  Recommendation: Upgrade Newtonsoft.Json from 12.0.2 to 13.0.1 to fix the vulnerability.","","high","2023-08-10T20:44:46Z","2023-08-10T20:44:46Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/d44be31d-e0c6-46e7-a27c-687b49f35da0/alerts/123","octodemo-temporary","demo-felickz","TailwindTraders-Mobile","s/Source/TailwindTraders.Mobile/UnitTests/UnitTests.csproj @ a05e9d69","NuGet microsoft.appcenter.analytics 1.14.0(root),NuGet microsoft.appcenter.crashes 1.14.0(root),NuGet microsoft.appcenter.distribute 1.14.0(root),NuGet microsoft.net.test.sdk 16.0.1(root),NuGet newtonsoft.json 12.0.2(root),NuGet refit 4.6.107(root),NuGet newtonsoft.json 12.0.2"
"124","active","Moq v4.20.0 and 4.20.1 share hashed user data (GHSA-6r78-m64m-qwcf)","dependency","DEP1001_GHSA-6r78-m64m-qwcf","GHSA-6r78-m64m-qwcf","'UnitTests.csproj' contains a reference to an insecure NuGet package 'moq 4.20.0'.  Recommendation: Upgrade moq from 4.20.0 to 4.20.2 to fix the vulnerability.","","low","2023-08-10T20:44:46Z","2023-08-10T20:44:46Z","","",,"180","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/d44be31d-e0c6-46e7-a27c-687b49f35da0/alerts/124","octodemo-temporary","demo-felickz","TailwindTraders-Mobile","s/Source/TailwindTraders.Mobile/UnitTests/UnitTests.csproj @ a05e9d69","NuGet moq 4.20.0"
"125","active","Openai API key v2","secret","SEC101/553","OpenAIApiKeyV2","Review evidence of possible plaintext (or base64-encoded plaintext) secrets in versioned engineering content.","","critical","2023-08-22T21:25:02Z","2023-08-22T21:25:02Z","","",,"7","8","https://dev.azure.com/octodemo-temporary/4cdfd8be-3406-4f04-896d-c105c6e92ca9/_git/0164dfd0-1f91-4927-8ace-cd9867962de9/alerts/125","octodemo-temporary","jpk-test","jpk-test","README.md:1 @ 81c72dad",""
"126","active","Semicolon insertion (js/automatic-semicolon-insertion)","code","js/automatic-semicolon-insertion","js/automatic-semicolon-insertion","Code that uses automatic semicolon insertion inconsistently is hard to read and maintain.","maintainability,language-features,statistical,non-attributable","high","2023-08-22T21:35:11Z","2023-08-22T21:35:11Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/4cdfd8be-3406-4f04-896d-c105c6e92ca9/_git/0164dfd0-1f91-4927-8ace-cd9867962de9/alerts/126","octodemo-temporary","jpk-test","jpk-test","src/services/book.form.service.spec.js:20 @ 1c4ed319",""
"127","active","Semicolon insertion (js/automatic-semicolon-insertion)","code","js/automatic-semicolon-insertion","js/automatic-semicolon-insertion","Code that uses automatic semicolon insertion inconsistently is hard to read and maintain.","maintainability,language-features,statistical,non-attributable","high","2023-08-22T21:35:11Z","2023-08-22T21:35:11Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/4cdfd8be-3406-4f04-896d-c105c6e92ca9/_git/0164dfd0-1f91-4927-8ace-cd9867962de9/alerts/127","octodemo-temporary","jpk-test","jpk-test","src/repositories/index.js:23 @ 1c4ed319",""
"128","active","Clear text transmission of sensitive cookie (js/clear-text-cookie)","code","js/clear-text-cookie","js/clear-text-cookie","Sending sensitive information in a cookie without requring SSL encryption can expose the cookie to an attacker.","security,external/cwe/cwe-614,external/cwe/cwe-311,external/cwe/cwe-312,external/cwe/cwe-319","high","2023-08-22T21:35:11Z","2023-08-22T21:35:11Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/4cdfd8be-3406-4f04-896d-c105c6e92ca9/_git/0164dfd0-1f91-4927-8ace-cd9867962de9/alerts/128","octodemo-temporary","jpk-test","jpk-test","app.js:19 @ 1c4ed319",""
"129","active","Comparison between inconvertible types (js/comparison-between-incompatible-types)","code","js/comparison-between-incompatible-types","js/comparison-between-incompatible-types","An equality comparison between two values that cannot be meaningfully converted to the same type will always yield 'false', and an inequality comparison will always yield 'true'.","reliability,correctness,external/cwe/cwe-570,external/cwe/cwe-571","high","2023-08-22T21:35:11Z","2023-08-22T21:35:11Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/4cdfd8be-3406-4f04-896d-c105c6e92ca9/_git/0164dfd0-1f91-4927-8ace-cd9867962de9/alerts/129","octodemo-temporary","jpk-test","jpk-test","public/js/main.js:9507 @ 1c4ed319",""
"130","active","Hard-coded credentials (js/hardcoded-credentials)","code","js/hardcoded-credentials","js/hardcoded-credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","security,external/cwe/cwe-259,external/cwe/cwe-321,external/cwe/cwe-798","high","2023-08-22T21:35:11Z","2023-08-22T21:35:11Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/4cdfd8be-3406-4f04-896d-c105c6e92ca9/_git/0164dfd0-1f91-4927-8ace-cd9867962de9/alerts/130","octodemo-temporary","jpk-test","jpk-test","app.js:19 @ 1c4ed319",""
"131","active","Missing rate limiting (js/missing-rate-limiting)","code","js/missing-rate-limiting","js/missing-rate-limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","security,external/cwe/cwe-770,external/cwe/cwe-307,external/cwe/cwe-400","high","2023-08-22T21:35:11Z","2023-08-22T21:35:11Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/4cdfd8be-3406-4f04-896d-c105c6e92ca9/_git/0164dfd0-1f91-4927-8ace-cd9867962de9/alerts/131","octodemo-temporary","jpk-test","jpk-test","src/routes/booked.js:9 @ 1c4ed319",""
"132","active","Missing rate limiting (js/missing-rate-limiting)","code","js/missing-rate-limiting","js/missing-rate-limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","security,external/cwe/cwe-770,external/cwe/cwe-307,external/cwe/cwe-400","high","2023-08-22T21:35:11Z","2023-08-22T21:35:11Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/4cdfd8be-3406-4f04-896d-c105c6e92ca9/_git/0164dfd0-1f91-4927-8ace-cd9867962de9/alerts/132","octodemo-temporary","jpk-test","jpk-test","src/routes/purchase.js:9 @ 1c4ed319",""
"133","active","Missing rate limiting (js/missing-rate-limiting)","code","js/missing-rate-limiting","js/missing-rate-limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","security,external/cwe/cwe-770,external/cwe/cwe-307,external/cwe/cwe-400","high","2023-08-22T21:35:11Z","2023-08-22T21:35:11Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/4cdfd8be-3406-4f04-896d-c105c6e92ca9/_git/0164dfd0-1f91-4927-8ace-cd9867962de9/alerts/133","octodemo-temporary","jpk-test","jpk-test","src/routes/purchase.js:25 @ 1c4ed319",""
"134","active","Missing rate limiting (js/missing-rate-limiting)","code","js/missing-rate-limiting","js/missing-rate-limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","security,external/cwe/cwe-770,external/cwe/cwe-307,external/cwe/cwe-400","high","2023-08-22T21:35:11Z","2023-08-22T21:35:11Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/4cdfd8be-3406-4f04-896d-c105c6e92ca9/_git/0164dfd0-1f91-4927-8ace-cd9867962de9/alerts/134","octodemo-temporary","jpk-test","jpk-test","src/routes/flights.js:49 @ 1c4ed319",""
"135","active","Missing rate limiting (js/missing-rate-limiting)","code","js/missing-rate-limiting","js/missing-rate-limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","security,external/cwe/cwe-770,external/cwe/cwe-307,external/cwe/cwe-400","high","2023-08-22T21:35:11Z","2023-08-22T21:35:11Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/4cdfd8be-3406-4f04-896d-c105c6e92ca9/_git/0164dfd0-1f91-4927-8ace-cd9867962de9/alerts/135","octodemo-temporary","jpk-test","jpk-test","src/routes/flights.js:15 @ 1c4ed319",""
"136","active","Missing rate limiting (js/missing-rate-limiting)","code","js/missing-rate-limiting","js/missing-rate-limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","security,external/cwe/cwe-770,external/cwe/cwe-307,external/cwe/cwe-400","high","2023-08-22T21:35:11Z","2023-08-22T21:35:11Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/4cdfd8be-3406-4f04-896d-c105c6e92ca9/_git/0164dfd0-1f91-4927-8ace-cd9867962de9/alerts/136","octodemo-temporary","jpk-test","jpk-test","src/routes/book.js:24 @ 1c4ed319",""
"137","active","Missing rate limiting (js/missing-rate-limiting)","code","js/missing-rate-limiting","js/missing-rate-limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","security,external/cwe/cwe-770,external/cwe/cwe-307,external/cwe/cwe-400","high","2023-08-22T21:35:11Z","2023-08-22T21:35:11Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/4cdfd8be-3406-4f04-896d-c105c6e92ca9/_git/0164dfd0-1f91-4927-8ace-cd9867962de9/alerts/137","octodemo-temporary","jpk-test","jpk-test","src/routes/book.js:12 @ 1c4ed319",""
"138","active","Missing rate limiting (js/missing-rate-limiting)","code","js/missing-rate-limiting","js/missing-rate-limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","security,external/cwe/cwe-770,external/cwe/cwe-307,external/cwe/cwe-400","high","2023-08-22T21:35:11Z","2023-08-22T21:35:11Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/4cdfd8be-3406-4f04-896d-c105c6e92ca9/_git/0164dfd0-1f91-4927-8ace-cd9867962de9/alerts/138","octodemo-temporary","jpk-test","jpk-test","src/routes/receipt.js:9 @ 1c4ed319",""
"139","active","Missing rate limiting (js/missing-rate-limiting)","code","js/missing-rate-limiting","js/missing-rate-limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","security,external/cwe/cwe-770,external/cwe/cwe-307,external/cwe/cwe-400","high","2023-08-22T21:35:11Z","2023-08-22T21:35:11Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/4cdfd8be-3406-4f04-896d-c105c6e92ca9/_git/0164dfd0-1f91-4927-8ace-cd9867962de9/alerts/139","octodemo-temporary","jpk-test","jpk-test","src/routes/auth.js:8 @ 1c4ed319",""
"140","active","Missing CSRF middleware (js/missing-token-validation)","code","js/missing-token-validation","js/missing-token-validation","Using cookies without CSRF protection may allow malicious websites to submit requests on behalf of the user.","security,external/cwe/cwe-352","high","2023-08-22T21:35:11Z","2023-08-22T21:35:11Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/4cdfd8be-3406-4f04-896d-c105c6e92ca9/_git/0164dfd0-1f91-4927-8ace-cd9867962de9/alerts/140","octodemo-temporary","jpk-test","jpk-test","app.js:19 @ 1c4ed319",""
"141","active","Missing regular expression anchor (js/regex/missing-regexp-anchor)","code","js/regex/missing-regexp-anchor","js/regex/missing-regexp-anchor","Regular expressions without anchors can be vulnerable to bypassing.","correctness,security,external/cwe/cwe-020","high","2023-08-22T21:35:11Z","2023-08-22T21:35:11Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/4cdfd8be-3406-4f04-896d-c105c6e92ca9/_git/0164dfd0-1f91-4927-8ace-cd9867962de9/alerts/141","octodemo-temporary","jpk-test","jpk-test","public/js/main.js:415 @ 1c4ed319",""
"142","active","Missing regular expression anchor (js/regex/missing-regexp-anchor)","code","js/regex/missing-regexp-anchor","js/regex/missing-regexp-anchor","Regular expressions without anchors can be vulnerable to bypassing.","correctness,security,external/cwe/cwe-020","high","2023-08-22T21:35:11Z","2023-08-22T21:35:11Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/4cdfd8be-3406-4f04-896d-c105c6e92ca9/_git/0164dfd0-1f91-4927-8ace-cd9867962de9/alerts/142","octodemo-temporary","jpk-test","jpk-test","public/js/main.js:434 @ 1c4ed319",""
"143","active","Missing regular expression anchor (js/regex/missing-regexp-anchor)","code","js/regex/missing-regexp-anchor","js/regex/missing-regexp-anchor","Regular expressions without anchors can be vulnerable to bypassing.","correctness,security,external/cwe/cwe-020","high","2023-08-22T21:35:11Z","2023-08-22T21:35:11Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/4cdfd8be-3406-4f04-896d-c105c6e92ca9/_git/0164dfd0-1f91-4927-8ace-cd9867962de9/alerts/143","octodemo-temporary","jpk-test","jpk-test","public/js/main.js:439 @ 1c4ed319",""
"144","active","Useless conditional (js/trivial-conditional)","code","js/trivial-conditional","js/trivial-conditional","If a conditional expression always evaluates to true or always evaluates to false, this suggests incomplete code or a logic error.","correctness,external/cwe/cwe-570,external/cwe/cwe-571","high","2023-08-22T21:35:11Z","2023-08-22T21:35:11Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/4cdfd8be-3406-4f04-896d-c105c6e92ca9/_git/0164dfd0-1f91-4927-8ace-cd9867962de9/alerts/144","octodemo-temporary","jpk-test","jpk-test","public/js/main.js:942 @ 1c4ed319",""
"145","active","Useless conditional (js/trivial-conditional)","code","js/trivial-conditional","js/trivial-conditional","If a conditional expression always evaluates to true or always evaluates to false, this suggests incomplete code or a logic error.","correctness,external/cwe/cwe-570,external/cwe/cwe-571","high","2023-08-22T21:35:11Z","2023-08-22T21:35:11Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/4cdfd8be-3406-4f04-896d-c105c6e92ca9/_git/0164dfd0-1f91-4927-8ace-cd9867962de9/alerts/145","octodemo-temporary","jpk-test","jpk-test","public/js/main.js:4005 @ 1c4ed319",""
"146","active","Useless conditional (js/trivial-conditional)","code","js/trivial-conditional","js/trivial-conditional","If a conditional expression always evaluates to true or always evaluates to false, this suggests incomplete code or a logic error.","correctness,external/cwe/cwe-570,external/cwe/cwe-571","high","2023-08-22T21:35:11Z","2023-08-22T21:35:11Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/4cdfd8be-3406-4f04-896d-c105c6e92ca9/_git/0164dfd0-1f91-4927-8ace-cd9867962de9/alerts/146","octodemo-temporary","jpk-test","jpk-test","public/js/main.js:3911 @ 1c4ed319",""
"147","active","Useless conditional (js/trivial-conditional)","code","js/trivial-conditional","js/trivial-conditional","If a conditional expression always evaluates to true or always evaluates to false, this suggests incomplete code or a logic error.","correctness,external/cwe/cwe-570,external/cwe/cwe-571","high","2023-08-22T21:35:11Z","2023-08-22T21:35:11Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/4cdfd8be-3406-4f04-896d-c105c6e92ca9/_git/0164dfd0-1f91-4927-8ace-cd9867962de9/alerts/147","octodemo-temporary","jpk-test","jpk-test","public/js/main.js:4036 @ 1c4ed319",""
"148","active","Useless conditional (js/trivial-conditional)","code","js/trivial-conditional","js/trivial-conditional","If a conditional expression always evaluates to true or always evaluates to false, this suggests incomplete code or a logic error.","correctness,external/cwe/cwe-570,external/cwe/cwe-571","high","2023-08-22T21:35:11Z","2023-08-22T21:35:11Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/4cdfd8be-3406-4f04-896d-c105c6e92ca9/_git/0164dfd0-1f91-4927-8ace-cd9867962de9/alerts/148","octodemo-temporary","jpk-test","jpk-test","public/js/main.js:9425 @ 1c4ed319",""
"149","active","Unreachable statement (js/unreachable-statement)","code","js/unreachable-statement","js/unreachable-statement","Unreachable statements are often indicative of missing code or latent bugs and should be avoided.","maintainability,correctness,external/cwe/cwe-561","high","2023-08-22T21:35:11Z","2023-08-22T21:35:11Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/4cdfd8be-3406-4f04-896d-c105c6e92ca9/_git/0164dfd0-1f91-4927-8ace-cd9867962de9/alerts/149","octodemo-temporary","jpk-test","jpk-test","public/js/main.js:157 @ 1c4ed319",""
