"Alert Id","Alert State","Alert Title","Alert Type","Rule Id","Rule Name","Rule Description","Tags","Severity","First Seen","Last Seen","Fixed On","Dismissed On","Dismissal Type","SLA Days","Days overdue","Alert Link","Organization","Project","Repository","Ref","Ecosystem","Location Paths","Logical Paths"
"850","active","Signature wrapping vulnerability in Spring Security (CVE-2020-5407)","dependency","DEP1001_CVE-2020-5407","CVE-2020-5407","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.security:spring-security-core 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework.security:spring-security-core from 5.2.0.RELEASE to 5.2.4 to fix the vulnerability.","","high","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"30","103","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/850","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/ssrf/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework.security:spring-security-test 5.2.0.RELEASE(root),org.springframework.security:spring-security-core 5.2.0.RELEASE"
"851","active","Signature wrapping vulnerability in Spring Security (CVE-2020-5407)","dependency","DEP1001_CVE-2020-5407","CVE-2020-5407","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.security:spring-security-core 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework.security:spring-security-core from 5.2.0.RELEASE to 5.2.4 to fix the vulnerability.","","high","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"30","103","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/851","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-container/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework.security:spring-security-test 5.2.0.RELEASE(root),org.springframework.security:spring-security-core 5.2.0.RELEASE"
"852","active","Signature wrapping vulnerability in Spring Security (CVE-2020-5407)","dependency","DEP1001_CVE-2020-5407","CVE-2020-5407","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.security:spring-security-core 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework.security:spring-security-core from 5.2.0.RELEASE to 5.2.4 to fix the vulnerability.","","high","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"30","103","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/852","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/html-tampering/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework.security:spring-security-test 5.2.0.RELEASE(root),org.springframework.security:spring-security-core 5.2.0.RELEASE"
"853","active","Signature wrapping vulnerability in Spring Security (CVE-2020-5407)","dependency","DEP1001_CVE-2020-5407","CVE-2020-5407","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.security:spring-security-core 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework.security:spring-security-core from 5.2.0.RELEASE to 5.2.4 to fix the vulnerability.","","high","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"30","103","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/853","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/idor/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework.security:spring-security-test 5.2.0.RELEASE(root),org.springframework.security:spring-security-core 5.2.0.RELEASE"
"854","active","Signature wrapping vulnerability in Spring Security (CVE-2020-5407)","dependency","DEP1001_CVE-2020-5407","CVE-2020-5407","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.security:spring-security-core 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework.security:spring-security-core from 5.2.0.RELEASE to 5.2.4 to fix the vulnerability.","","high","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"30","103","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/854","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-integration-tests/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework.security:spring-security-test 5.2.0.RELEASE(root),org.springframework.security:spring-security-core 5.2.0.RELEASE"
"855","active","Signature wrapping vulnerability in Spring Security (CVE-2020-5407)","dependency","DEP1001_CVE-2020-5407","CVE-2020-5407","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.security:spring-security-core 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework.security:spring-security-core from 5.2.0.RELEASE to 5.2.4 to fix the vulnerability.","","high","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"30","103","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/855","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/csrf/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework.security:spring-security-test 5.2.0.RELEASE(root),org.springframework.security:spring-security-core 5.2.0.RELEASE"
"856","active","Signature wrapping vulnerability in Spring Security (CVE-2020-5407)","dependency","DEP1001_CVE-2020-5407","CVE-2020-5407","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.security:spring-security-core 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework.security:spring-security-core from 5.2.0.RELEASE to 5.2.4 to fix the vulnerability.","","high","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"30","103","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/856","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/auth-bypass/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework.security:spring-security-test 5.2.0.RELEASE(root),org.springframework.security:spring-security-core 5.2.0.RELEASE"
"857","active","Signature wrapping vulnerability in Spring Security (CVE-2020-5407)","dependency","DEP1001_CVE-2020-5407","CVE-2020-5407","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.security:spring-security-core 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework.security:spring-security-core from 5.2.0.RELEASE to 5.2.4 to fix the vulnerability.","","high","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"30","103","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/857","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/missing-function-ac/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework.security:spring-security-test 5.2.0.RELEASE(root),org.springframework.security:spring-security-core 5.2.0.RELEASE"
"858","active","Signature wrapping vulnerability in Spring Security (CVE-2020-5407)","dependency","DEP1001_CVE-2020-5407","CVE-2020-5407","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.security:spring-security-core 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework.security:spring-security-core from 5.2.0.RELEASE to 5.2.4 to fix the vulnerability.","","high","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"30","103","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/858","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework.security:spring-security-test 5.2.0.RELEASE(root),org.springframework.security:spring-security-core 5.2.0.RELEASE"
"859","active","Signature wrapping vulnerability in Spring Security (CVE-2020-5407)","dependency","DEP1001_CVE-2020-5407","CVE-2020-5407","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.security:spring-security-core 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework.security:spring-security-core from 5.2.0.RELEASE to 5.2.4 to fix the vulnerability.","","high","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"30","103","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/859","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/sql-injection/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework.security:spring-security-test 5.2.0.RELEASE(root),org.springframework.security:spring-security-core 5.2.0.RELEASE"
"860","active","Signature wrapping vulnerability in Spring Security (CVE-2020-5407)","dependency","DEP1001_CVE-2020-5407","CVE-2020-5407","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.security:spring-security-core 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework.security:spring-security-core from 5.2.0.RELEASE to 5.2.4 to fix the vulnerability.","","high","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"30","103","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/860","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/vulnerable-components/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework.security:spring-security-test 5.2.0.RELEASE(root),org.springframework.security:spring-security-core 5.2.0.RELEASE"
"861","active","Signature wrapping vulnerability in Spring Security (CVE-2020-5407)","dependency","DEP1001_CVE-2020-5407","CVE-2020-5407","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.security:spring-security-core 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework.security:spring-security-core from 5.2.0.RELEASE to 5.2.4 to fix the vulnerability.","","high","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"30","103","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/861","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/chrome-dev-tools/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework.security:spring-security-test 5.2.0.RELEASE(root),org.springframework.security:spring-security-core 5.2.0.RELEASE"
"862","active","Signature wrapping vulnerability in Spring Security (CVE-2020-5407)","dependency","DEP1001_CVE-2020-5407","CVE-2020-5407","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.security:spring-security-core 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework.security:spring-security-core from 5.2.0.RELEASE to 5.2.4 to fix the vulnerability.","","high","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"30","103","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/862","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/http-proxies/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework.security:spring-security-test 5.2.0.RELEASE(root),org.springframework.security:spring-security-core 5.2.0.RELEASE"
"863","active","Signature wrapping vulnerability in Spring Security (CVE-2020-5407)","dependency","DEP1001_CVE-2020-5407","CVE-2020-5407","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.security:spring-security-core 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework.security:spring-security-core from 5.2.0.RELEASE to 5.2.4 to fix the vulnerability.","","high","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"30","103","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/863","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/webwolf-introduction/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework.security:spring-security-test 5.2.0.RELEASE(root),org.springframework.security:spring-security-core 5.2.0.RELEASE"
"864","active","Insufficient Entropy in Spring Security (CVE-2020-5408)","dependency","DEP1001_CVE-2020-5408","CVE-2020-5408","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.security:spring-security-core 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework.security:spring-security-core from 5.2.0.RELEASE to 5.2.4 to fix the vulnerability.","","medium","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"90","43","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/864","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/http-basics/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework.security:spring-security-test 5.2.0.RELEASE(root),org.springframework.security:spring-security-core 5.2.0.RELEASE"
"865","active","Insufficient Entropy in Spring Security (CVE-2020-5408)","dependency","DEP1001_CVE-2020-5408","CVE-2020-5408","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.security:spring-security-core 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework.security:spring-security-core from 5.2.0.RELEASE to 5.2.4 to fix the vulnerability.","","medium","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"90","43","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/865","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/insecure-login/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework.security:spring-security-test 5.2.0.RELEASE(root),org.springframework.security:spring-security-core 5.2.0.RELEASE"
"866","active","Insufficient Entropy in Spring Security (CVE-2020-5408)","dependency","DEP1001_CVE-2020-5408","CVE-2020-5408","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.security:spring-security-core 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework.security:spring-security-core from 5.2.0.RELEASE to 5.2.4 to fix the vulnerability.","","medium","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"90","43","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/866","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/webgoat-lesson-template/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework.security:spring-security-test 5.2.0.RELEASE(root),org.springframework.security:spring-security-core 5.2.0.RELEASE"
"867","active","Insufficient Entropy in Spring Security (CVE-2020-5408)","dependency","DEP1001_CVE-2020-5408","CVE-2020-5408","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.security:spring-security-core 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework.security:spring-security-core from 5.2.0.RELEASE to 5.2.4 to fix the vulnerability.","","medium","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"90","43","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/867","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/jwt/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework.security:spring-security-test 5.2.0.RELEASE(root),org.springframework.security:spring-security-core 5.2.0.RELEASE"
"868","active","Insufficient Entropy in Spring Security (CVE-2020-5408)","dependency","DEP1001_CVE-2020-5408","CVE-2020-5408","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.security:spring-security-core 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework.security:spring-security-core from 5.2.0.RELEASE to 5.2.4 to fix the vulnerability.","","medium","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"90","43","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/868","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/crypto/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework.security:spring-security-test 5.2.0.RELEASE(root),org.springframework.security:spring-security-core 5.2.0.RELEASE"
"869","active","Insufficient Entropy in Spring Security (CVE-2020-5408)","dependency","DEP1001_CVE-2020-5408","CVE-2020-5408","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.security:spring-security-core 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework.security:spring-security-core from 5.2.0.RELEASE to 5.2.4 to fix the vulnerability.","","medium","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"90","43","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/869","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/cross-site-scripting/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework.security:spring-security-test 5.2.0.RELEASE(root),org.springframework.security:spring-security-core 5.2.0.RELEASE"
"870","active","Insufficient Entropy in Spring Security (CVE-2020-5408)","dependency","DEP1001_CVE-2020-5408","CVE-2020-5408","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.security:spring-security-core 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework.security:spring-security-core from 5.2.0.RELEASE to 5.2.4 to fix the vulnerability.","","medium","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"90","43","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/870","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/webgoat-introduction/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework.security:spring-security-test 5.2.0.RELEASE(root),org.springframework.security:spring-security-core 5.2.0.RELEASE"
"871","active","Insufficient Entropy in Spring Security (CVE-2020-5408)","dependency","DEP1001_CVE-2020-5408","CVE-2020-5408","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.security:spring-security-core 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework.security:spring-security-core from 5.2.0.RELEASE to 5.2.4 to fix the vulnerability.","","medium","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"90","43","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/871","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-server/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework.security:spring-security-test 5.2.0.RELEASE(root),org.springframework.security:spring-security-core 5.2.0.RELEASE"
"872","active","Insufficient Entropy in Spring Security (CVE-2020-5408)","dependency","DEP1001_CVE-2020-5408","CVE-2020-5408","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.security:spring-security-core 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework.security:spring-security-core from 5.2.0.RELEASE to 5.2.4 to fix the vulnerability.","","medium","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"90","43","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/872","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/secure-passwords/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework.security:spring-security-test 5.2.0.RELEASE(root),org.springframework.security:spring-security-core 5.2.0.RELEASE"
"873","active","Insufficient Entropy in Spring Security (CVE-2020-5408)","dependency","DEP1001_CVE-2020-5408","CVE-2020-5408","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.security:spring-security-core 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework.security:spring-security-core from 5.2.0.RELEASE to 5.2.4 to fix the vulnerability.","","medium","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"90","43","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/873","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/cia/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework.security:spring-security-test 5.2.0.RELEASE(root),org.springframework.security:spring-security-core 5.2.0.RELEASE"
"874","active","Insufficient Entropy in Spring Security (CVE-2020-5408)","dependency","DEP1001_CVE-2020-5408","CVE-2020-5408","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.security:spring-security-core 5.2.0.RELEASE'.  Recommendation: Upgrade org.springframework.security:spring-security-core from 5.2.0.RELEASE to 5.2.4 to fix the vulnerability.","","medium","2023-09-12T18:47:31Z","2023-09-12T18:47:31Z","","",,"90","43","https://dev.azure.com/octodemo-temporary/a0c65eae-359a-4a9b-84dc-23fd96d85a9e/_git/9d45a95d-dd6f-4d6a-a3b5-d7c47ad35245/alerts/874","octodemo-temporary","demo-vulnerabilities-ghas","demo-vulnerabilities-ghas","refs/heads/master","Maven","s/webgoat-lessons/xxe/pom.xml @ 717db8cc","org.owasp.webgoat:webgoat-container v8.0.0-SNAPSHOT(root),org.owasp.webgoat:webwolf v8.0.0-SNAPSHOT(root),org.springframework.security:spring-security-test 4.1.3.RELEASE(root),org.springframework.security:spring-security-test 5.2.0.RELEASE(root),org.springframework.security:spring-security-core 5.2.0.RELEASE"
