"Alert Id","Alert State","Alert Title","Alert Type","Rule Id","Rule Name","Rule Description","Tags","Severity","First Seen","Last Seen","Fixed On","Dismissed On","Dismissal Type","SLA Days","Days overdue","Alert Link","Organization","Project","Repository","Location Paths","Logical Paths"
"5726","active","XStream Denial of Service due to parser crash (GHSA-fv22-xp26-mm9w)","dependency","DEP1001_GHSA-fv22-xp26-mm9w","GHSA-fv22-xp26-mm9w","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: A specific remediation has not been provided for this vulnerability. For managing alerts without remediation guidance, see the [Dependency Scanning documentation](https://aka.ms/advancedsecurity/dependency-scanning/no-fix-available). For more details on the advisory that raised this alert, see the advisory link in the Resources section below.","","high","2023-08-30T14:08:57Z","2023-08-30T14:08:57Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5726","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","s/pom.xml @ 7b51f303","Maven com.thoughtworks.xstream:xstream 1.4.5"
"5727","active","XStream is vulnerable to an Arbitrary Code Execution attack (GHSA-g5w6-mrj7-75h2)","dependency","DEP1001_GHSA-g5w6-mrj7-75h2","GHSA-g5w6-mrj7-75h2","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.18 to fix the vulnerability.","","high","2023-08-30T14:08:57Z","2023-08-30T14:08:57Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5727","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","s/pom.xml @ 7b51f303","Maven com.thoughtworks.xstream:xstream 1.4.5"
"5728","active","XStream is vulnerable to an Arbitrary Code Execution attack (GHSA-h7v4-7xg3-hxcc)","dependency","DEP1001_GHSA-h7v4-7xg3-hxcc","GHSA-h7v4-7xg3-hxcc","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.18 to fix the vulnerability.","","high","2023-08-30T14:08:57Z","2023-08-30T14:08:57Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5728","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","s/pom.xml @ 7b51f303","Maven com.thoughtworks.xstream:xstream 1.4.5"
"5729","active","Deserialization of Untrusted Data and Code Injection in xstream (GHSA-hf23-9pf7-388p)","dependency","DEP1001_GHSA-hf23-9pf7-388p","GHSA-hf23-9pf7-388p","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.11 to fix the vulnerability.","","critical","2023-08-30T14:08:57Z","2023-08-30T14:08:57Z","","",,"7","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5729","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","s/pom.xml @ 7b51f303","Maven com.thoughtworks.xstream:xstream 1.4.5"
"5730","active","Apache Commons FileUpload denial of service vulnerability (GHSA-hfrx-6qgj-fp6c)","dependency","DEP1001_GHSA-hfrx-6qgj-fp6c","GHSA-hfrx-6qgj-fp6c","'pom.xml' contains a reference to an insecure Maven package 'commons-fileupload:commons-fileupload 1.4'.  Recommendation: Upgrade commons-fileupload:commons-fileupload from 1.4 to 1.5 to fix the vulnerability.","","high","2023-08-30T14:08:57Z","2023-08-30T14:08:57Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5730","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","s/pom.xml @ 7b51f303","Maven com.github.tomakehurst:wiremock 3.0.0-beta-2(root),Maven commons-fileupload:commons-fileupload 1.4"
"5731","active","XStream is vulnerable to an Arbitrary Code Execution attack (GHSA-hph2-m3g5-xxv4)","dependency","DEP1001_GHSA-hph2-m3g5-xxv4","GHSA-hph2-m3g5-xxv4","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.18 to fix the vulnerability.","","high","2023-08-30T14:08:57Z","2023-08-30T14:08:57Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5731","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","s/pom.xml @ 7b51f303","Maven com.thoughtworks.xstream:xstream 1.4.5"
"5732","active","XStream is vulnerable to an Arbitrary Code Execution attack (GHSA-hrcp-8f3q-4w2c)","dependency","DEP1001_GHSA-hrcp-8f3q-4w2c","GHSA-hrcp-8f3q-4w2c","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.16 to fix the vulnerability.","","medium","2023-08-30T14:08:57Z","2023-08-30T14:08:57Z","","",,"90","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5732","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","s/pom.xml @ 7b51f303","Maven com.thoughtworks.xstream:xstream 1.4.5"
"5733","active","A Server-Side Forgery Request can be activated unmarshalling with XStream to access data streams from an arbitrary URL referencing a resource in an intranet or the local host (GHSA-hvv8-336g-rx3m)","dependency","DEP1001_GHSA-hvv8-336g-rx3m","GHSA-hvv8-336g-rx3m","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.16 to fix the vulnerability.","","medium","2023-08-30T14:08:57Z","2023-08-30T14:08:57Z","","",,"90","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5733","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","s/pom.xml @ 7b51f303","Maven com.thoughtworks.xstream:xstream 1.4.5"
"5734","active","XStream is vulnerable to a Remote Command Execution attack (GHSA-hwpc-8xqv-jvj4)","dependency","DEP1001_GHSA-hwpc-8xqv-jvj4","GHSA-hwpc-8xqv-jvj4","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.16 to fix the vulnerability.","","medium","2023-08-30T14:08:57Z","2023-08-30T14:08:57Z","","",,"90","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5734","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","s/pom.xml @ 7b51f303","Maven com.thoughtworks.xstream:xstream 1.4.5"
"5735","active","XStream can cause Denial of Service via stack overflow (GHSA-j563-grx4-pjpv)","dependency","DEP1001_GHSA-j563-grx4-pjpv","GHSA-j563-grx4-pjpv","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.20 to fix the vulnerability.","","high","2023-08-30T14:08:57Z","2023-08-30T14:08:57Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5735","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","s/pom.xml @ 7b51f303","Maven com.thoughtworks.xstream:xstream 1.4.5"
"5736","active","XStream is vulnerable to a Remote Command Execution attack (GHSA-j9h8-phrw-h4fh)","dependency","DEP1001_GHSA-j9h8-phrw-h4fh","GHSA-j9h8-phrw-h4fh","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.18 to fix the vulnerability.","","high","2023-08-30T14:08:57Z","2023-08-30T14:08:57Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5736","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","s/pom.xml @ 7b51f303","Maven com.thoughtworks.xstream:xstream 1.4.5"
"5737","active","XStream vulnerable to an Arbitrary File Deletion on the local host when unmarshalling (GHSA-jfvx-7wrx-43fh)","dependency","DEP1001_GHSA-jfvx-7wrx-43fh","GHSA-jfvx-7wrx-43fh","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.15 to fix the vulnerability.","","medium","2023-08-30T14:08:57Z","2023-08-30T14:08:57Z","","",,"90","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5737","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","s/pom.xml @ 7b51f303","Maven com.thoughtworks.xstream:xstream 1.4.5"
"5738","active","SnakeYaml Constructor Deserialization Remote Code Execution (GHSA-mjmj-j48q-9wg2)","dependency","DEP1001_GHSA-mjmj-j48q-9wg2","GHSA-mjmj-j48q-9wg2","'pom.xml' contains a reference to an insecure Maven package 'org.yaml:snakeyaml 1.33'.  Recommendation: Upgrade org.yaml:snakeyaml from 1.33 to 2.0 to fix the vulnerability.","","high","2023-08-30T14:08:57Z","2023-08-30T14:08:57Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5738","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","s/pom.xml @ 7b51f303","Maven org.springframework.boot:spring-boot-starter-validation 3.1.0(root),Maven org.yaml:snakeyaml 1.33"
"5739","active","XStream can be used for Remote Code Execution (GHSA-mw36-7c6c-q4q2)","dependency","DEP1001_GHSA-mw36-7c6c-q4q2","GHSA-mw36-7c6c-q4q2","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.14-jdk7 to fix the vulnerability.","","high","2023-08-30T14:08:57Z","2023-08-30T14:08:57Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5739","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","s/pom.xml @ 7b51f303","Maven com.thoughtworks.xstream:xstream 1.4.5"
"5740","active","XStream is vulnerable to an Arbitrary Code Execution attack (GHSA-p8pq-r894-fm8f)","dependency","DEP1001_GHSA-p8pq-r894-fm8f","GHSA-p8pq-r894-fm8f","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.18 to fix the vulnerability.","","high","2023-08-30T14:08:57Z","2023-08-30T14:08:57Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5740","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","s/pom.xml @ 7b51f303","Maven com.thoughtworks.xstream:xstream 1.4.5"
"5741","active","XStream is vulnerable to an Arbitrary Code Execution attack (GHSA-qpfq-ph7r-qv6f)","dependency","DEP1001_GHSA-qpfq-ph7r-qv6f","GHSA-qpfq-ph7r-qv6f","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.16 to fix the vulnerability.","","medium","2023-08-30T14:08:57Z","2023-08-30T14:08:57Z","","",,"90","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5741","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","s/pom.xml @ 7b51f303","Maven com.thoughtworks.xstream:xstream 1.4.5"
"5742","active","XStream is vulnerable to an Arbitrary Code Execution attack (GHSA-qrx8-8545-4wg2)","dependency","DEP1001_GHSA-qrx8-8545-4wg2","GHSA-qrx8-8545-4wg2","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.18 to fix the vulnerability.","","high","2023-08-30T14:08:57Z","2023-08-30T14:08:57Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5742","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","s/pom.xml @ 7b51f303","Maven com.thoughtworks.xstream:xstream 1.4.5"
"5743","active","XML External Entity Injection in XStream (GHSA-rgh3-987h-wpmw)","dependency","DEP1001_GHSA-rgh3-987h-wpmw","GHSA-rgh3-987h-wpmw","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.9 to fix the vulnerability.","","high","2023-08-30T14:08:57Z","2023-08-30T14:08:57Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5743","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","s/pom.xml @ 7b51f303","Maven com.thoughtworks.xstream:xstream 1.4.5"
"5744","active","Denial of Service by injecting highly recursive collections or maps in XStream (GHSA-rmr5-cpv2-vgjf)","dependency","DEP1001_GHSA-rmr5-cpv2-vgjf","GHSA-rmr5-cpv2-vgjf","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.19 to fix the vulnerability.","","high","2023-08-30T14:08:57Z","2023-08-30T14:08:57Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5744","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","s/pom.xml @ 7b51f303","Maven com.thoughtworks.xstream:xstream 1.4.5"
"5745","active","A Server-Side Forgery Request can be activated unmarshalling with XStream to access data streams from an arbitrary URL referencing a resource in an intranet or the local host (GHSA-xw4p-crpj-vjx2)","dependency","DEP1001_GHSA-xw4p-crpj-vjx2","GHSA-xw4p-crpj-vjx2","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.18 to fix the vulnerability.","","high","2023-08-30T14:08:57Z","2023-08-30T14:08:57Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5745","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","s/pom.xml @ 7b51f303","Maven com.thoughtworks.xstream:xstream 1.4.5"
"5746","active","Log Injection (java/log-injection)","code","java/log-injection","java/log-injection","Building log entries from user-controlled data may allow insertion of forged log entries by malicious users.","security,external/cwe/cwe-117","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5746","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/cryptography/SigningAssignment.java:81 @ 7b51f303",""
"5747","active","Log Injection (java/log-injection)","code","java/log-injection","java/log-injection","Building log entries from user-controlled data may allow insertion of forged log entries by malicious users.","security,external/cwe/cwe-117","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5747","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/webwolf/FileServer.java:79 @ 7b51f303",""
"5748","active","Missing JWT signature check (java/missing-jwt-signature-check)","code","java/missing-jwt-signature-check","java/missing-jwt-signature-check","Failing to check the Json Web Token (JWT) signature may allow an attacker to forge their own tokens.","security,external/cwe/cwe-347","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5748","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/it/java/org/owasp/webgoat/JWTLessonIntegrationTest.java:68 @ 7b51f303",""
"5749","active","Missing JWT signature check (java/missing-jwt-signature-check)","code","java/missing-jwt-signature-check","java/missing-jwt-signature-check","Failing to check the Json Web Token (JWT) signature may allow an attacker to forge their own tokens.","security,external/cwe/cwe-347","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5749","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/jwt/JWTRefreshEndpoint.java:107 @ 7b51f303",""
"5750","active","Missing JWT signature check (java/missing-jwt-signature-check)","code","java/missing-jwt-signature-check","java/missing-jwt-signature-check","Failing to check the Json Web Token (JWT) signature may allow an attacker to forge their own tokens.","security,external/cwe/cwe-347","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5750","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/jwt/JWTRefreshEndpoint.java:137 @ 7b51f303",""
"5751","active","Missing JWT signature check (java/missing-jwt-signature-check)","code","java/missing-jwt-signature-check","java/missing-jwt-signature-check","Failing to check the Json Web Token (JWT) signature may allow an attacker to forge their own tokens.","security,external/cwe/cwe-347","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5751","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/test/java/org/owasp/webgoat/lessons/jwt/TokenTest.java:57 @ 7b51f303",""
"5752","active","Missing JWT signature check (java/missing-jwt-signature-check)","code","java/missing-jwt-signature-check","java/missing-jwt-signature-check","Failing to check the Json Web Token (JWT) signature may allow an attacker to forge their own tokens.","security,external/cwe/cwe-347","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5752","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/test/java/org/owasp/webgoat/lessons/jwt/TokenTest.java:55 @ 7b51f303",""
"5753","active","Missing JWT signature check (java/missing-jwt-signature-check)","code","java/missing-jwt-signature-check","java/missing-jwt-signature-check","Failing to check the Json Web Token (JWT) signature may allow an attacker to forge their own tokens.","security,external/cwe/cwe-347","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5753","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/jwt/JWTVotesEndpoint.java:155 @ 7b51f303",""
"5754","active","Missing JWT signature check (java/missing-jwt-signature-check)","code","java/missing-jwt-signature-check","java/missing-jwt-signature-check","Failing to check the Json Web Token (JWT) signature may allow an attacker to forge their own tokens.","security,external/cwe/cwe-347","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5754","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/jwt/JWTVotesEndpoint.java:180 @ 7b51f303",""
"5755","active","Missing JWT signature check (java/missing-jwt-signature-check)","code","java/missing-jwt-signature-check","java/missing-jwt-signature-check","Failing to check the Json Web Token (JWT) signature may allow an attacker to forge their own tokens.","security,external/cwe/cwe-347","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5755","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/jwt/JWTVotesEndpoint.java:203 @ 7b51f303",""
"5756","active","Uncontrolled data used in path expression (java/path-injection)","code","java/path-injection","java/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5756","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlip.java:67 @ 7b51f303",""
"5757","active","Uncontrolled data used in path expression (java/path-injection)","code","java/path-injection","java/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5757","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlip.java:66 @ 7b51f303",""
"5758","active","Uncontrolled data used in path expression (java/path-injection)","code","java/path-injection","java/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5758","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java:44 @ 7b51f303",""
"5759","active","Uncontrolled data used in path expression (java/path-injection)","code","java/path-injection","java/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5759","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java:43 @ 7b51f303",""
"5760","active","Uncontrolled data used in path expression (java/path-injection)","code","java/path-injection","java/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5760","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java:42 @ 7b51f303",""
"5761","active","Uncontrolled data used in path expression (java/path-injection)","code","java/path-injection","java/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5761","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/webwolf/FileServer.java:78 @ 7b51f303",""
"5762","active","Uncontrolled data used in path expression (java/path-injection)","code","java/path-injection","java/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5762","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/webwolf/FileServer.java:79 @ 7b51f303",""
"5763","active","Polynomial regular expression used on uncontrolled data (java/polynomial-redos)","code","java/polynomial-redos","java/polynomial-redos","A regular expression that can require polynomial time to match may be vulnerable to denial-of-service attacks.","security,external/cwe/cwe-1333,external/cwe/cwe-730,external/cwe/cwe-400","high","2023-08-30T14:11:51Z","2023-08-30T14:11:51Z","","",,"30","0","https://dev.azure.com/octodemo/24f6bd34-5ce8-4c16-88a8-ba33dca99000/_git/62d57693-d3f5-44ba-8ace-62b31acda2f5/alerts/5763","octodemo","octodemo-felickz-java","octodemo-felickz-java-java","src/main/java/org/owasp/webgoat/lessons/sqlinjection/mitigation/SqlInjectionLesson10b.java:63 @ 7b51f303",""
