"Alert Id","Alert State","Alert Title","Alert Type","Tool","Rule Id","Rule Name","Rule Description","Tags","Severity","First Seen","Last Seen","Fixed On","Dismissed On","Dismissal Type","Dismissal Message","SLA Days","Days overdue","Alert Link","Organization","Project","Repository","Ref","Ecosystem","Dependency Type","Location Paths","Logical Paths"
"419","active","Got allows a redirect to a UNIX socket (CVE-2022-33987)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-pfrx-2q88-qq97","GHSA-pfrx-2q88-qq97","'package-lock.json' contains a reference to an insecure Npm package 'got 11.8.3'.  Recommendation: Upgrade got from 11.8.3 to 11.8.5 to fix the vulnerability.","","medium","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"90","191","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/419?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","Transitive","packages/node/base/package-lock.json @ bfe724a3","karma-sauce-launcher 4.3.6(root),got 11.8.3"
"420","active","Got allows a redirect to a UNIX socket (CVE-2022-33987)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-pfrx-2q88-qq97","GHSA-pfrx-2q88-qq97","'package-lock.json' contains a reference to an insecure Npm package 'got 8.3.2'.  Recommendation: Upgrade got from 8.3.2 to 11.8.5 to fix the vulnerability.","","medium","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"90","191","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/420?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","Transitive","packages/node/base/package-lock.json @ bfe724a3","karma-sauce-launcher 4.3.6(root),got 8.3.2"
"421","active","Got allows a redirect to a UNIX socket (CVE-2022-33987)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-pfrx-2q88-qq97","GHSA-pfrx-2q88-qq97","'package-lock.json' contains a reference to an insecure Npm package 'got 9.6.0'.  Recommendation: Upgrade got from 9.6.0 to 11.8.5 to fix the vulnerability.","","medium","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"90","191","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/421?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","Transitive","packages/node/base/package-lock.json @ bfe724a3","firebase-tools 9.23.1(root),karma-sauce-launcher 4.3.6(root),got 9.6.0"
"422","active","Django XSS Vulnerability (CVE-2016-2512)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-pw27-w7w4-9qc7","GHSA-pw27-w7w4-9qc7","'requirements.txt' contains a reference to an insecure Pip package 'django 1.2'.  Recommendation: Upgrade django from 1.2 to 1.8.10 to fix the vulnerability.","","high","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"30","251","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/422?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Pip","Direct","packages/requirements.txt @ bfe724a3","django 1.2"
"423","active","Exposure of Sensitive Information to an Unauthorized Actor in follow-redirects (CVE-2022-0536)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-pw2r-vq6v-hr8c","GHSA-pw2r-vq6v-hr8c","'package-lock.json' contains a reference to an insecure Npm package 'follow-redirects 1.14.6'.  Recommendation: Upgrade follow-redirects from 1.14.6 to 1.14.8 to fix the vulnerability.","","medium","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"90","191","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/423?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","Transitive","packages/node/base/package-lock.json @ bfe724a3","'@angular-devkit/build-angular 13.0.4(root),http-server 14.0.0(root),karma 6.3.9(root),follow-redirects 1.14.6"
"424","active","Django Vulnerable to HTTP Response Splitting Attack (CVE-2015-5144)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-q5qw-4364-5hhm","GHSA-q5qw-4364-5hhm","'requirements.txt' contains a reference to an insecure Pip package 'django 1.2'.  Recommendation: Upgrade django from 1.2 to 1.4.21 to fix the vulnerability.","","medium","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"90","191","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/424?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Pip","Direct","packages/requirements.txt @ bfe724a3","django 1.2"
"425","active","engine.io Uncaught Exception vulnerability (CVE-2023-31125)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-q9mw-68c2-j6m5","GHSA-q9mw-68c2-j6m5","'package-lock.json' contains a reference to an insecure Npm package 'engine.io 6.1.0'.  Recommendation: Upgrade engine.io from 6.1.0 to 6.4.2 to fix the vulnerability.","","medium","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"90","191","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/425?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","Transitive","packages/node/base/package-lock.json @ bfe724a3","karma 6.3.9(root),engine.io 6.1.0"
"426","active","Inefficient Regular Expression Complexity in validator.js (CVE-2021-3765)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-qgmg-gppg-76g5","GHSA-qgmg-gppg-76g5","'package-lock.json' contains a reference to an insecure Npm package 'validator 8.2.0'.  Recommendation: Upgrade validator from 8.2.0 to 13.7.0 to fix the vulnerability.","","medium","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"90","191","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/426?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","Transitive","packages/node/base/package-lock.json @ bfe724a3","'@microsoft/api-extractor 7.18.19(root),validator 8.2.0"
"427","active","Insufficient validation when decoding a Socket.IO packet (CVE-2022-2421)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-qm95-pgcg-qqfq","GHSA-qm95-pgcg-qqfq","'package-lock.json' contains a reference to an insecure Npm package 'socket.io-parser 4.0.4'.  Recommendation: Upgrade socket.io-parser from 4.0.4 to 4.0.5 to fix the vulnerability.","","critical","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"7","274","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/427?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","Transitive","packages/node/base/package-lock.json @ bfe724a3","karma 6.3.9(root),socket.io-parser 4.0.4"
"428","active","Exposure of Sensitive Information to an Unauthorized Actor in nanoid (CVE-2021-23566)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-qrpm-p2h7-hrv2","GHSA-qrpm-p2h7-hrv2","'package-lock.json' contains a reference to an insecure Npm package 'nanoid 3.1.30'.  Recommendation: Upgrade nanoid from 3.1.30 to 3.1.31 to fix the vulnerability.","","medium","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"90","191","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/428?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","Transitive","packages/node/base/package-lock.json @ bfe724a3","'@angular-devkit/build-angular 13.0.4(root),madge 5.0.1(root),nanoid 3.1.30"
"429","active","jsonwebtoken vulnerable to signature validation bypass due to insecure default algorithm in jwt.verify() (CVE-2022-23540)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-qwph-4952-7xr6","GHSA-qwph-4952-7xr6","'package-lock.json' contains a reference to an insecure Npm package 'jsonwebtoken 8.5.1'.  Recommendation: Upgrade jsonwebtoken from 8.5.1 to 9.0.0 to fix the vulnerability.","","medium","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"90","191","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/429?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","Transitive","packages/node/base/package-lock.json @ bfe724a3","firebase-tools 9.23.1(root),jsonwebtoken 8.5.1"
"430","active","node-fetch forwards secure headers to untrusted sites (CVE-2022-0235)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-r683-j2x4-v87g","GHSA-r683-j2x4-v87g","'package-lock.json' contains a reference to an insecure Npm package 'node-fetch 2.6.1'.  Recommendation: Upgrade node-fetch from 2.6.1 to 2.6.7 to fix the vulnerability.","","high","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"30","251","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/430?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","Transitive","packages/node/base/package-lock.json @ bfe724a3","'@octokit/graphql 4.8.0(root),firebase-tools 9.23.1(root),karma-sauce-launcher 4.3.6(root),puppeteer 10.2.0(root),node-fetch 2.6.1"
"431","active","Uncaught exception in engine.io (CVE-2022-41940)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-r7qp-cfhv-p84w","GHSA-r7qp-cfhv-p84w","'package-lock.json' contains a reference to an insecure Npm package 'engine.io 6.1.0'.  Recommendation: Upgrade engine.io from 6.1.0 to 6.2.1 to fix the vulnerability.","","medium","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"90","191","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/431?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","Transitive","packages/node/base/package-lock.json @ bfe724a3","karma 6.3.9(root),engine.io 6.1.0"
"432","active","Open redirect in karma (CVE-2021-23495)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-rc3x-jf5g-xvc5","GHSA-rc3x-jf5g-xvc5","'package-lock.json' contains a reference to an insecure Npm package 'karma 6.3.9'.  Recommendation: Upgrade karma from 6.3.9 to 6.3.16 to fix the vulnerability.","","medium","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"90","191","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/432?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","Direct","packages/node/base/package-lock.json @ bfe724a3","karma 6.3.9"
"433","active","http-cache-semantics vulnerable to Regular Expression Denial of Service (CVE-2022-25881)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-rc47-6667-2j5j","GHSA-rc47-6667-2j5j","'package-lock.json' contains a reference to an insecure Npm package 'http-cache-semantics 3.8.1'.  Recommendation: Upgrade http-cache-semantics from 3.8.1 to 4.1.1 to fix the vulnerability.","","high","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"30","251","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/433?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","Transitive","packages/node/base/package-lock.json @ bfe724a3","karma-sauce-launcher 4.3.6(root),http-cache-semantics 3.8.1"
"434","active","http-cache-semantics vulnerable to Regular Expression Denial of Service (CVE-2022-25881)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-rc47-6667-2j5j","GHSA-rc47-6667-2j5j","'package-lock.json' contains a reference to an insecure Npm package 'http-cache-semantics 4.1.0'.  Recommendation: Upgrade http-cache-semantics from 4.1.0 to 4.1.1 to fix the vulnerability.","","high","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"30","251","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/434?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","Transitive","packages/node/base/package-lock.json @ bfe724a3","'@angular/cli 13.0.4(root),firebase-tools 9.23.1(root),karma-sauce-launcher 4.3.6(root),http-cache-semantics 4.1.0"
"435","active","Materialize-css vulnerable to Improper Neutralization of Input During Web Page Generation (CVE-2019-11004)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-rg3q-jxmp-pvjj","GHSA-rg3q-jxmp-pvjj","'package-lock.json' contains a reference to an insecure Npm package 'materialize-css 1.0.0'.  Recommendation: A specific remediation has not been provided for this vulnerability. For managing alerts without remediation guidance, see the [Dependency Scanning documentation](https://aka.ms/advancedsecurity/dependency-scanning/no-fix-available). For more details on the advisory that raised this alert, see the advisory link in the Resources section below.","","medium","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"90","191","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/435?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","Direct","packages/node/twistcli_test/package-lock.json @ bfe724a3","materialize-css 1.0.0"
"436","active","Materialize-css vulnerable to Improper Neutralization of Input During Web Page Generation (CVE-2019-11004)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-rg3q-jxmp-pvjj","GHSA-rg3q-jxmp-pvjj","'package-lock.json' contains a reference to an insecure Npm package 'materialize-css 1.0.0'.  Recommendation: A specific remediation has not been provided for this vulnerability. For managing alerts without remediation guidance, see the [Dependency Scanning documentation](https://aka.ms/advancedsecurity/dependency-scanning/no-fix-available). For more details on the advisory that raised this alert, see the advisory link in the Resources section below.","","medium","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"90","191","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/436?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","Direct","packages/node/base/package-lock.json @ bfe724a3","materialize-css 1.0.0"
"437","active","Django Vulnerable to Cache Poisoning (CVE-2011-4139)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-rm2j-x595-q9cj","GHSA-rm2j-x595-q9cj","'requirements.txt' contains a reference to an insecure Pip package 'django 1.2'.  Recommendation: Upgrade django from 1.2 to 1.2.7 to fix the vulnerability.","","medium","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"90","191","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/437?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Pip","Direct","packages/requirements.txt @ bfe724a3","django 1.2"
"438","active","Inefficient Regular Expression Complexity in marked (CVE-2022-21680)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-rrrm-qjm4-v8hf","GHSA-rrrm-qjm4-v8hf","'package-lock.json' contains a reference to an insecure Npm package 'marked 0.7.0'.  Recommendation: Upgrade marked from 0.7.0 to 4.0.10 to fix the vulnerability.","","high","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"30","251","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/438?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","Transitive","packages/node/base/package-lock.json @ bfe724a3","firebase-tools 9.23.1(root),marked 0.7.0"
"439","active","Code Injection in Django (CVE-2014-0472)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-rvq6-mrpv-m6rm","GHSA-rvq6-mrpv-m6rm","'requirements.txt' contains a reference to an insecure Pip package 'django 1.2'.  Recommendation: Upgrade Django from 1.2 to 1.4.11 to fix the vulnerability.","","medium","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"90","191","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/439?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Pip","Direct","packages/requirements.txt @ bfe724a3","django 1.2"
"440","active","Potential bypass of an upstream access control based on URL paths in Django (CVE-2021-44420)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-v6rh-hp5x-86rv","GHSA-v6rh-hp5x-86rv","'requirements.txt' contains a reference to an insecure Pip package 'django 1.2'.  Recommendation: Upgrade Django from 1.2 to 2.2.25 to fix the vulnerability.","","high","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"30","251","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/440?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Pip","Direct","packages/requirements.txt @ bfe724a3","django 1.2"
"441","active","Django Potential account hijack via password reset form (CVE-2019-19844)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-vfq6-hq5r-27r6","GHSA-vfq6-hq5r-27r6","'requirements.txt' contains a reference to an insecure Pip package 'django 1.2'.  Recommendation: Upgrade django from 1.2 to 1.11.27 to fix the vulnerability.","","critical","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"7","274","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/441?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Pip","Direct","packages/requirements.txt @ bfe724a3","django 1.2"
"442","active","decode-uri-component vulnerable to Denial of Service (DoS) (CVE-2022-38900)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-w573-4hg7-7wgq","GHSA-w573-4hg7-7wgq","'package-lock.json' contains a reference to an insecure Npm package 'decode-uri-component 0.2.0'.  Recommendation: Upgrade decode-uri-component from 0.2.0 to 0.2.1 to fix the vulnerability.","","high","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"30","251","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/442?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","Transitive","packages/node/base/package-lock.json @ bfe724a3","'@angular-devkit/build-angular 13.0.4(root),gulp 4.0.2(root),karma-sauce-launcher 4.3.6(root),rollup-plugin-sourcemaps 0.6.3(root),decode-uri-component 0.2.0"
"443","active","Uncontrolled Memory Consumption in Django (CVE-2019-6975)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-wh4h-v3f2-r2pp","GHSA-wh4h-v3f2-r2pp","'requirements.txt' contains a reference to an insecure Pip package 'django 1.2'.  Recommendation: Upgrade django from 1.2 to 1.11.19 to fix the vulnerability.","","high","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"30","251","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/443?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Pip","Direct","packages/requirements.txt @ bfe724a3","django 1.2"
"444","active","vm2 Sandbox Escape vulnerability (CVE-2023-32314)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-whpj-8f3w-67p5","GHSA-whpj-8f3w-67p5","'package-lock.json' contains a reference to an insecure Npm package 'vm2 3.9.5'.  Recommendation: Upgrade vm2 from 3.9.5 to 3.9.18 to fix the vulnerability.","","critical","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"7","274","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/444?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","Transitive","packages/node/base/package-lock.json @ bfe724a3","firebase-tools 9.23.1(root),vm2 3.9.5"
"445","active","Django Vulnerable to MySQL Injection (CVE-2014-0474)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-wqjj-hx84-v449","GHSA-wqjj-hx84-v449","'requirements.txt' contains a reference to an insecure Pip package 'django 1.2'.  Recommendation: Upgrade django from 1.2 to 1.4.11 to fix the vulnerability.","","high","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"30","251","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/445?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Pip","Direct","packages/requirements.txt @ bfe724a3","django 1.2"
"446","active","glob-parent vulnerable to Regular Expression Denial of Service in enclosure regex (CVE-2020-28469)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-ww39-953v-wcq6","GHSA-ww39-953v-wcq6","'package-lock.json' contains a reference to an insecure Npm package 'glob-parent 3.1.0'.  Recommendation: Upgrade glob-parent from 3.1.0 to 5.1.2 to fix the vulnerability.","","high","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"30","251","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/446?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","Transitive","packages/node/base/package-lock.json @ bfe724a3","gulp 4.0.2(root),glob-parent 3.1.0"
"447","active","Django Might Allow CSRF Requests via URL Verification (CVE-2011-4138)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-wxg3-mfph-qg9w","GHSA-wxg3-mfph-qg9w","'requirements.txt' contains a reference to an insecure Pip package 'django 1.2'.  Recommendation: Upgrade Django from 1.2 to 1.2.7 to fix the vulnerability.","","medium","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"90","191","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/447?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Pip","Direct","packages/requirements.txt @ bfe724a3","django 1.2"
"448","active","Improper Verification of Cryptographic Signature in node-forge (CVE-2022-24772)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-x4jg-mjrx-434g","GHSA-x4jg-mjrx-434g","'package-lock.json' contains a reference to an insecure Npm package 'node-forge 0.10.0'.  Recommendation: Upgrade node-forge from 0.10.0 to 1.3.0 to fix the vulnerability.","","high","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"30","251","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/448?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","Transitive","packages/node/base/package-lock.json @ bfe724a3","'@angular-devkit/build-angular 13.0.4(root),firebase-tools 9.23.1(root),node-forge 0.10.0"
"449","active","vm2 Sandbox Escape vulnerability (CVE-2023-29199)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-xj72-wvfv-8985","GHSA-xj72-wvfv-8985","'package-lock.json' contains a reference to an insecure Npm package 'vm2 3.9.5'.  Recommendation: Upgrade vm2 from 3.9.5 to 3.9.16 to fix the vulnerability.","","critical","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"7","274","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/449?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","Transitive","packages/node/base/package-lock.json @ bfe724a3","firebase-tools 9.23.1(root),vm2 3.9.5"
"450","active","Improper Handling of Length Parameter Inconsistency in Compress (CVE-2021-35517)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-xqfj-vm6h-2x34","GHSA-xqfj-vm6h-2x34","'pom.xml' contains a reference to an insecure Maven package 'org.apache.commons:commons-compress 1.15'.  Recommendation: Upgrade org.apache.commons:commons-compress from 1.15 to 1.21 to fix the vulnerability.","","high","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"30","251","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/450?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Maven","Direct","packages/pom.xml @ bfe724a3","org.apache.commons:commons-compress 1.15"
"451","active","Prototype Pollution in minimist (CVE-2021-44906)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-xvch-5gv4-984h","GHSA-xvch-5gv4-984h","'package-lock.json' contains a reference to an insecure Npm package 'minimist 1.2.5'.  Recommendation: Upgrade minimist from 1.2.5 to 1.2.6 to fix the vulnerability.","","critical","2024-05-13T02:23:04Z","2024-05-13T02:23:04Z","","",,,"7","274","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/451?branch=refs/heads/master","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","Transitive","packages/node/base/package-lock.json @ bfe724a3","'@angular-devkit/build-angular 13.0.4(root),@babel/core 7.8.6(root),@bazel/jasmine 4.4.2(root),check-side-effects 0.0.23(root),conventional-changelog 3.1.24(root),firebase-tools 9.23.1(root),google-closure-compiler 20211201.0.0(root),gulp-conventional-changelog 2.0.35(root),http-server 14.0.0(root),karma-sauce-launcher 4.3.6(root),madge 5.0.1(root),protractor 7.0.0(root),puppeteer 10.2.0(root),tslint 6.1.3(root),minimist 1.2.5"
